"","sex","age","entity","year_month","head_count"
"526","Female","25yearsandover","Limerick County","2002M07","3018"
"527","Female","25yearsandover","Longford County","2002M07","668"
"528","Female","25yearsandover","Louth County","2002M07","2839"
"529","Female","25yearsandover","Mayo County","2002M07","2393"
"530","Female","25yearsandover","Meath County","2002M07","1150"
"531","Female","25yearsandover","Monaghan County","2002M07","975"
"532","Female","25yearsandover","North Tipperary","2002M07","939"
"533","Female","25yearsandover","Offaly County","2002M07","1006"
"534","Female","25yearsandover","Roscommon County","2002M07","594"
"535","Female","25yearsandover","Sligo County","2002M07","910"
"536","Female","25yearsandover","South Tipperary","2002M07","1259"
"537","Female","25yearsandover","Waterford County","2002M07","2198"
"538","Female","25yearsandover","Westmeath County","2002M07","1415"
"539","Female","25yearsandover","Wexford County","2002M07","2540"
"540","Female","25yearsandover","Wicklow County","2002M07","1607"
"541","Male","Under25years","Carlow County","2002M08","247"
"542","Male","Under25years","Cavan County","2002M08","209"
"543","Male","Under25years","Clare County","2002M08","351"
"544","Male","Under25years","Cork County","2002M08","1963"
"545","Male","Under25years","Donegal County","2002M08","1297"
"546","Male","Under25years","Dublin County","2002M08","5064"
"547","Male","Under25years","Galway County","2002M08","1167"
"548","Male","Under25years","Kerry County","2002M08","589"
"549","Male","Under25years","Kildare County","2002M08","449"
"550","Male","Under25years","Kilkenny County","2002M08","306"
"551","Male","Under25years","Laoighis County","2002M08","254"
"552","Male","Under25years","Leitrim County","2002M08","104"
"553","Male","Under25years","Limerick County","2002M08","988"
"554","Male","Under25years","Longford County","2002M08","221"
"555","Male","Under25years","Louth County","2002M08","934"
"556","Male","Under25years","Mayo County","2002M08","580"
"557","Male","Under25years","Meath County","2002M08","318"
"558","Male","Under25years","Monaghan County","2002M08","309"
"559","Male","Under25years","North Tipperary","2002M08","292"
"560","Male","Under25years","Offaly County","2002M08","300"
"561","Male","Under25years","Roscommon County","2002M08","139"
"562","Male","Under25years","Sligo County","2002M08","320"
"563","Male","Under25years","South Tipperary","2002M08","484"
"564","Male","Under25years","Waterford County","2002M08","674"
"565","Male","Under25years","Westmeath County","2002M08","334"
"566","Male","Under25years","Wexford County","2002M08","700"
"567","Male","Under25years","Wicklow County","2002M08","438"
"568","Male","25yearsandover","Carlow County","2002M08","981"
"569","Male","25yearsandover","Cavan County","2002M08","1044"
"570","Male","25yearsandover","Clare County","2002M08","1672"
"571","Male","25yearsandover","Cork County","2002M08","8680"
"572","Male","25yearsandover","Donegal County","2002M08","4980"
"573","Male","25yearsandover","Dublin County","2002M08","21099"
"574","Male","25yearsandover","Galway County","2002M08","4566"
"575","Male","25yearsandover","Kerry County","2002M08","2922"
"576","Male","25yearsandover","Kildare County","2002M08","1842"
"577","Male","25yearsandover","Kilkenny County","2002M08","1154"
"578","Male","25yearsandover","Laoighis County","2002M08","919"
"579","Male","25yearsandover","Leitrim County","2002M08","668"
"580","Male","25yearsandover","Limerick County","2002M08","3832"
"581","Male","25yearsandover","Longford County","2002M08","876"
"582","Male","25yearsandover","Louth County","2002M08","3614"
"583","Male","25yearsandover","Mayo County","2002M08","3128"
"584","Male","25yearsandover","Meath County","2002M08","1365"
"585","Male","25yearsandover","Monaghan County","2002M08","1220"
"586","Male","25yearsandover","North Tipperary","2002M08","1079"
"587","Male","25yearsandover","Offaly County","2002M08","1143"
"588","Male","25yearsandover","Roscommon County","2002M08","783"
"589","Male","25yearsandover","Sligo County","2002M08","1165"
"590","Male","25yearsandover","South Tipperary","2002M08","1727"
"591","Male","25yearsandover","Waterford County","2002M08","2744"
"592","Male","25yearsandover","Westmeath County","2002M08","1462"
"593","Male","25yearsandover","Wexford County","2002M08","3079"
"594","Male","25yearsandover","Wicklow County","2002M08","1996"
"595","Female","Under25years","Carlow County","2002M08","220"
"596","Female","Under25years","Cavan County","2002M08","167"
"597","Female","Under25years","Clare County","2002M08","289"
"598","Female","Under25years","Cork County","2002M08","1626"
"599","Female","Under25years","Donegal County","2002M08","1131"
"600","Female","Under25years","Dublin County","2002M08","3272"
"601","Female","Under25years","Galway County","2002M08","1052"
"602","Female","Under25years","Kerry County","2002M08","480"
"603","Female","Under25years","Kildare County","2002M08","381"
"604","Female","Under25years","Kilkenny County","2002M08","204"
"605","Female","Under25years","Laoighis County","2002M08","222"
"606","Female","Under25years","Leitrim County","2002M08","80"
"607","Female","Under25years","Limerick County","2002M08","744"
"608","Female","Under25years","Longford County","2002M08","191"
"609","Female","Under25years","Louth County","2002M08","681"
"610","Female","Under25years","Mayo County","2002M08","526"
"611","Female","Under25years","Meath County","2002M08","283"
"612","Female","Under25years","Monaghan County","2002M08","262"
"613","Female","Under25years","North Tipperary","2002M08","225"
"614","Female","Under25years","Offaly County","2002M08","278"
"615","Female","Under25years","Roscommon County","2002M08","142"
"616","Female","Under25years","Sligo County","2002M08","237"
"617","Female","Under25years","South Tipperary","2002M08","381"
"618","Female","Under25years","Waterford County","2002M08","524"
"619","Female","Under25years","Westmeath County","2002M08","364"
"620","Female","Under25years","Wexford County","2002M08","676"
"621","Female","Under25years","Wicklow County","2002M08","312"
"622","Female","25yearsandover","Carlow County","2002M08","850"
"623","Female","25yearsandover","Cavan County","2002M08","748"
"624","Female","25yearsandover","Clare County","2002M08","1440"
"625","Female","25yearsandover","Cork County","2002M08","6362"
"626","Female","25yearsandover","Donegal County","2002M08","3091"
"627","Female","25yearsandover","Dublin County","2002M08","14368"
"628","Female","25yearsandover","Galway County","2002M08","3461"
"629","Female","25yearsandover","Kerry County","2002M08","1940"
"630","Female","25yearsandover","Kildare County","2002M08","1764"
"631","Female","25yearsandover","Kilkenny County","2002M08","767"
"632","Female","25yearsandover","Laoighis County","2002M08","795"
"633","Female","25yearsandover","Leitrim County","2002M08","511"
"634","Female","25yearsandover","Limerick County","2002M08","3029"
"635","Female","25yearsandover","Longford County","2002M08","678"
"636","Female","25yearsandover","Louth County","2002M08","2857"
"637","Female","25yearsandover","Mayo County","2002M08","2384"
"638","Female","25yearsandover","Meath County","2002M08","1157"
"639","Female","25yearsandover","Monaghan County","2002M08","957"
"640","Female","25yearsandover","North Tipperary","2002M08","966"
"641","Female","25yearsandover","Offaly County","2002M08","1005"
"642","Female","25yearsandover","Roscommon County","2002M08","593"
"643","Female","25yearsandover","Sligo County","2002M08","929"
"644","Female","25yearsandover","South Tipperary","2002M08","1245"
"645","Female","25yearsandover","Waterford County","2002M08","2299"
"646","Female","25yearsandover","Westmeath County","2002M08","1418"
"647","Female","25yearsandover","Wexford County","2002M08","2578"
"648","Female","25yearsandover","Wicklow County","2002M08","1650"
"649","Male","Under25years","Carlow County","2002M09","215"
"650","Male","Under25years","Cavan County","2002M09","184"
"651","Male","Under25years","Clare County","2002M09","328"
"652","Male","Under25years","Cork County","2002M09","1864"
"653","Male","Under25years","Donegal County","2002M09","1173"
"654","Male","Under25years","Dublin County","2002M09","4848"
"655","Male","Under25years","Galway County","2002M09","1085"
"656","Male","Under25years","Kerry County","2002M09","538"
"657","Male","Under25years","Kildare County","2002M09","415"
"658","Male","Under25years","Kilkenny County","2002M09","297"
"659","Male","Under25years","Laoighis County","2002M09","221"
"660","Male","Under25years","Leitrim County","2002M09","98"
"661","Male","Under25years","Limerick County","2002M09","957"
"662","Male","Under25years","Longford County","2002M09","210"
"663","Male","Under25years","Louth County","2002M09","891"
"664","Male","Under25years","Mayo County","2002M09","519"
"665","Male","Under25years","Meath County","2002M09","297"
"666","Male","Under25years","Monaghan County","2002M09","280"
"667","Male","Under25years","North Tipperary","2002M09","254"
"668","Male","Under25years","Offaly County","2002M09","272"
"669","Male","Under25years","Roscommon County","2002M09","121"
"670","Male","Under25years","Sligo County","2002M09","302"
"671","Male","Under25years","South Tipperary","2002M09","446"
"672","Male","Under25years","Waterford County","2002M09","630"
"673","Male","Under25years","Westmeath County","2002M09","329"
"674","Male","Under25years","Wexford County","2002M09","680"
"675","Male","Under25years","Wicklow County","2002M09","420"
"676","Male","25yearsandover","Carlow County","2002M09","927"
"677","Male","25yearsandover","Cavan County","2002M09","1020"
"678","Male","25yearsandover","Clare County","2002M09","1607"
"679","Male","25yearsandover","Cork County","2002M09","8500"
"680","Male","25yearsandover","Donegal County","2002M09","4777"
"681","Male","25yearsandover","Dublin County","2002M09","20749"
"682","Male","25yearsandover","Galway County","2002M09","4376"
"683","Male","25yearsandover","Kerry County","2002M09","2815"
"684","Male","25yearsandover","Kildare County","2002M09","1787"
"685","Male","25yearsandover","Kilkenny County","2002M09","1137"
"686","Male","25yearsandover","Laoighis County","2002M09","858"
"687","Male","25yearsandover","Leitrim County","2002M09","642"
"688","Male","25yearsandover","Limerick County","2002M09","3661"
"689","Male","25yearsandover","Longford County","2002M09","837"
"690","Male","25yearsandover","Louth County","2002M09","3547"
"691","Male","25yearsandover","Mayo County","2002M09","3024"
"692","Male","25yearsandover","Meath County","2002M09","1277"
"693","Male","25yearsandover","Monaghan County","2002M09","1150"
"694","Male","25yearsandover","North Tipperary","2002M09","1024"
"695","Male","25yearsandover","Offaly County","2002M09","1140"
"696","Male","25yearsandover","Roscommon County","2002M09","720"
"697","Male","25yearsandover","Sligo County","2002M09","1095"
"698","Male","25yearsandover","South Tipperary","2002M09","1692"
"699","Male","25yearsandover","Waterford County","2002M09","2704"
"700","Male","25yearsandover","Westmeath County","2002M09","1425"
"701","Male","25yearsandover","Wexford County","2002M09","2987"
"702","Male","25yearsandover","Wicklow County","2002M09","1937"
"703","Female","Under25years","Carlow County","2002M09","215"
"704","Female","Under25years","Cavan County","2002M09","144"
"705","Female","Under25years","Clare County","2002M09","263"
"706","Female","Under25years","Cork County","2002M09","1488"
"707","Female","Under25years","Donegal County","2002M09","982"
"708","Female","Under25years","Dublin County","2002M09","3098"
"709","Female","Under25years","Galway County","2002M09","961"
"710","Female","Under25years","Kerry County","2002M09","435"
"711","Female","Under25years","Kildare County","2002M09","362"
"712","Female","Under25years","Kilkenny County","2002M09","177"
"713","Female","Under25years","Laoighis County","2002M09","218"
"714","Female","Under25years","Leitrim County","2002M09","72"
"715","Female","Under25years","Limerick County","2002M09","688"
"716","Female","Under25years","Longford County","2002M09","168"
